Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15421,Super Fruit Fall,Wii,2006.0,Puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02
8889,Chessmaster II,PS,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15
11873,Rugby World Cup 2015,PS3,2015.0,Sports,Ubisoft,0.0,0.06,0.0,0.01,0.07
6183,Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28
7824,Dave Mirra Freestyle BMX 2,GBA,2001.0,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19
2928,Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7
15953,Just Cause,PS2,2006.0,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02
16531,Kiniro no Corda 3,3DS,2015.0,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
4387,NBA Live 10,X360,2009.0,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45
15815,Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009.0,Adventure,Revolution (Japan),0.0,0.0,0.02,0.0,0.02
12085,Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07
2962,One Piece: Pirate Warriors 2,PS3,2013.0,Action,Namco Bandai Games,0.0,0.2,0.42,0.07,0.69
8815,Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15
7112,NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23
15463,Starship Troopers,PC,2005.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02
13242,GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000.0,Sports,SquareSoft,0.0,0.0,0.54,0.0,0.54
14329,Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
648,Pro Wrestling,NES,1987.0,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
16337,Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
8289,MX World Tour Featuring Jamie Little,PS2,2005.0,Racing,Play It,0.08,0.07,0.0,0.02,0.17
14735,My Animal Centre,Wii,2009.0,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03
3415,Ready 2 Rumble Boxing,N64,1999.0,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59
11822,Kessen III,PS2,2004.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07
8375,World Destruction League: Thunder Tanks,PS,2000.0,Action,3DO,0.09,0.06,0.0,0.01,0.17
174,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3
12367,Legend of Kay,DS,2010.0,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06
9398,History Civil War: Secret Missions,X360,2008.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
435,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
12667,Fatal Frame,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06
13698,Banushi Life Game: Winner's Circle,DS,2007.0,Sports,Genki,0.0,0.0,0.04,0.0,0.04
5862,Spider-Man 3,PSP,2007.0,Platform,Activision,0.01,0.23,0.0,0.06,0.3
11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,Activision,0.04,0.02,0.0,0.01,0.07
10731,Championship Pony,DS,2008.0,Simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1
9081,Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14
12514,Mike Piazza's Strike Zone,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
13262,Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
15939,Iron Soldier 3,PS,1999.0,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02
6912,Lego Star Wars: The Force Awakens,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24
9525,Borderlands: Double Game Add-On Pack,X360,2010.0,Shooter,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13
2618,Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
1638,Game & Watch Gallery 2,GB,1997.0,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22
12890,MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
11089,Clockwork Knight,SAT,1994.0,Platform,Sega,0.0,0.0,0.09,0.0,0.09
8457,NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17
3158,Tom Clancy's Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006.0,Misc,Daito,0.0,0.0,0.06,0.0,0.06
4017,Raiders of the Lost Ark,2600,1981.0,Action,Atari,0.46,0.03,0.0,0.01,0.5
3543,Jampack Summer 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.57
9210,NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.03,0.0,0.01,0.14
4043,Mario & Wario,SNES,1993.0,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49
2194,Lego Batman 3: Beyond Gotham,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0.0,0.08,0.95
2628,PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.27,0.2,0.27,0.05,0.79
13569,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008.0,Adventure,Spike,0.0,0.0,0.04,0.0,0.04
15547,Jinsei Game DS,DS,2006.0,Misc,Atlus,0.0,0.0,0.02,0.0,0.02
10802,Populous DS,DS,2008.0,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.1
1679,NFL 2K,DC,1999.0,Sports,Sega,1.12,0.05,0.0,0.02,1.2
9868,Backyard Sports Football: Rookie Rush,X360,2010.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12
4254,Brothers In Arms: Earned in Blood,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46
4576,Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42
7781,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19
5945,Shark Tale,GC,2004.0,Action,Activision,0.23,0.06,0.0,0.01,0.3
8640,Konami Krazy Racers,GBA,2001.0,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16
7963,Robin Hood: Defender of the Crown,PS2,2003.0,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19
6128,Street Hoops,XB,2002.0,Sports,Activision,0.21,0.06,0.0,0.01,0.28
8364,Marble Saga: Kororinpa,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17
14854,Monster Mayhem: Build and Battle,Wii,2009.0,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03
12951,Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62
9454,No Fear Downhill Mountain Biking,PS,1998.0,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13
3213,Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,0.54,0.05,0.0,0.04,0.63
13614,Emergency Room: Real Life Rescues,DS,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
447,Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12
16111,Nodame Cantabile,PS2,2007.0,Misc,Banpresto,0.0,0.0,0.01,0.0,0.01
15110,Indianapolis 500 Evolution,X360,2009.0,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02
1161,Diablo,PC,1996.0,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59
4204,MTV Music Generator,PS,1999.0,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47
14468,Sins of a Solar Empire,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03
5524,"Warhammer 40,000: Squad Command",PSP,2007.0,Strategy,THQ,0.11,0.14,0.0,0.08,0.33
1379,Twisted Metal: Black,PS2,2001.0,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41
9776,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010.0,Role-Playing,Rocket Company,0.0,0.0,0.12,0.0,0.12
4780,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003.0,Misc,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4
2276,AMF Bowling Pinbusters!,Wii,2007.0,Sports,Bethesda Softworks,0.85,0.0,0.0,0.07,0.91
8642,Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.03,0.0,0.02,0.16
3369,PGR3 - Project Gotham Racing 3,X360,2005.0,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6
4412,Payday 2,PS3,2013.0,Shooter,505 Games,0.21,0.15,0.0,0.08,0.44
12560,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.06
11660,Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08
1205,Star Wars: The Force Unleashed II,PS3,2010.0,Action,LucasArts,0.8,0.53,0.0,0.22,1.55
10984,Running Wild,PS,1997.0,Racing,989 Studios,0.05,0.03,0.0,0.01,0.09
9319,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14
4832,18 Wheeler: American Pro Trucker,PS2,2001.0,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4
13361,Full Spectrum Warrior: Ten Hammers,XB,2006.0,Strategy,THQ,0.03,0.01,0.0,0.0,0.05
13981,Gumby vs. the Astrobots,GBA,2005.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
8997,Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14
4679,Attack on Titan: Humanity in Chains,3DS,2013.0,Action,Screenlife,0.0,0.0,0.41,0.0,0.41
9507,Ape Escape 3,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
11435,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010.0,Misc,Deep Silver,0.0,0.07,0.0,0.01,0.08
16486,Hospital Tycoon,PC,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01
1768,Kaboom!,2600,1980.0,Misc,Activision,1.07,0.07,0.0,0.01,1.15
15711,Post Mortem,PC,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,0.02
8275,Fight Night Round 2,GC,2005.0,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17
7669,Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2
4790,Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.31,0.08,0.0,0.01,0.4
2944,The LEGO Movie Videogame,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69
1684,PokéPark Wii: Pikachu's Adventure,Wii,2009.0,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2
5514,Pitfall 3D: Beyond the Jungle,PS,1998.0,Platform,Activision,0.18,0.12,0.0,0.02,0.33
3457,Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58
3012,Need for Speed Rivals,XOne,2013.0,Racing,Electronic Arts,0.45,0.17,0.0,0.05,0.67
13141,"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
8470,Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,Atari,0.08,0.06,0.0,0.02,0.16
15039,Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02
11020,Obscure: The Aftermath,PSP,2009.0,Action,Playlogic Game Factory,0.05,0.03,0.0,0.02,0.09
13732,GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04
9115,Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14
13545,White Album 2: Shiawase no Mukougawa,PS3,2012.0,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04
16370,Dance with Devils,PSV,2016.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01
4327,Moshi Monsters: Moshlings Theme Park,DS,2012.0,Misc,Activision,0.03,0.37,0.0,0.05,0.45
6537,Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26
6550,Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26
15101,ScrapLand,XB,2005.0,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02
15844,Usavichi: Game no Jikan,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
12379,Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06
63,Halo: Reach,X360,2010.0,Shooter,Microsoft Game Studios,7.03,1.98,0.08,0.78,9.88
5817,Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
3937,Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,Atari,0.36,0.13,0.0,0.01,0.51
15708,Sarah: Keeper of the Unicorn,DS,2009.0,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
12352,Pro Yaky? Spirits 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
8332,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Unknown,0.12,0.05,0.0,0.0,0.17
11143,Major League Baseball 2K12,PSP,2012.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
14875,Battlefield 1942,PC,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
1413,Need for Speed: The Run,X360,2011.0,Action,Electronic Arts,0.63,0.58,0.0,0.15,1.38
9311,NHL Breakaway 98,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
2126,Madden NFL 10,PS2,2009.0,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98
11247,Astro Boy,PS2,2004.0,Action,Sega,0.04,0.03,0.0,0.01,0.09
11001,Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09
5122,Yarudora Series Vol.1: Double Cast,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.35,0.02,0.37
4750,Buzz! Junior: Jungle Party,PS2,2006.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
4181,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,Sega,0.05,0.3,0.01,0.12,0.47
6159,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28
13607,Playmobil Top Agents,DS,2010.0,Action,JoWood Productions,0.0,0.04,0.0,0.0,0.04
553,Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
346,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
12792,Backyard NFL Football '08,PS2,2007.0,Sports,Atari,0.03,0.02,0.0,0.01,0.06
13959,GoPets: Vacation Island,DS,2008.0,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04
11015,Space Chimps,Wii,2008.0,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,0.09
12286,My Pet Chimp,DS,2010.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06
10466,Learn Chess,DS,2009.0,Misc,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1
10139,Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11
7905,The Legend of Spyro: A New Beginning,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19
16512,Trine,PC,2009.0,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
1247,Puzzle & Dragons,3DS,2013.0,Role-Playing,GungHo,0.0,0.0,1.51,0.0,1.51
2221,Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93
8608,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.01,0.16
1199,Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55
1506,Deal or No Deal,Wii,2009.0,Misc,Zoo Games,1.22,0.0,0.0,0.09,1.31
5982,Up,X360,2009.0,Action,THQ,0.2,0.07,0.0,0.03,0.29
10182,Totally Spies! Totally Party,Wii,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11
4085,Dead Space Extraction,Wii,2009.0,Shooter,Electronic Arts,0.33,0.11,0.01,0.04,0.48
12625,Backyard Skateboarding 2006,GBA,2004.0,Sports,Atari,0.04,0.02,0.0,0.0,0.06
3395,Medal of Honor: Frontline,GC,2002.0,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59
15800,Wall-E,PC,2008.0,Platform,THQ,0.0,0.01,0.0,0.0,0.02
10915,Pro Yakyuu Greatest Nine 98,SAT,1998.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09
15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
2090,Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99
2896,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
226,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68
6875,Rock Band Track Pack Volume 2,Wii,2008.0,Misc,MTV Games,0.21,0.02,0.0,0.02,0.24
5518,Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33
7343,Bratz: Forever Diamondz,GC,2006.0,Adventure,THQ,0.17,0.04,0.0,0.01,0.21
3458,WWE 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.58
1172,Guitar Hero: On Tour Decades,DS,2008.0,Misc,Activision,0.85,0.58,0.0,0.16,1.58
10849,NFL Blitz 20-02,XB,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
13167,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
5281,Momotarou Dentetsu 12,PS2,2003.0,Misc,Hudson Soft,0.0,0.0,0.35,0.0,0.35
13377,Time Travelers,PSV,2012.0,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05
13290,Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,0.04,0.01,0.0,0.0,0.05
7700,Shiren the Wanderer,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.2
1025,Uncharted: Golden Abyss,PSV,2011.0,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74
14339,Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
3057,Tony Hawk's Proving Ground,PS2,2007.0,Sports,Activision,0.55,0.02,0.0,0.09,0.66
4813,Battalion Wars,GC,2005.0,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4
8945,DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
13092,Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05
8993,Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15
2872,Godzilla: Destroy All Monsters Melee,GC,2002.0,Fighting,Atari,0.55,0.14,0.0,0.02,0.71
12741,SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
8237,Street Fighter: The Movie,PS,1995.0,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17
2316,Samba De Amigo,Wii,2008.0,Misc,Sega,0.42,0.37,0.01,0.1,0.9
8616,Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16
11863,Discovery Kids: Parrot Pals,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,0.07
12713,Chaos Rings III,PSV,2014.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06
8532,SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
13121,Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13812,Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,0.04,0.0,0.0,0.0,0.04
505,Colin McRae Rally,PS,1998.0,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
5628,Dance Dance Revolution Universe,X360,2007.0,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32
11786,Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,0.07,0.0,0.07
16034,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,0.0,0.0,0.01,0.0,0.01
9931,Harukanaru Augusta 2: Masters,SNES,1993.0,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12
16262,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01
11571,Evil Dead: Regeneration,XB,2005.0,Action,THQ,0.06,0.02,0.0,0.0,0.08
8418,Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
16039,Utawarerumono: Futari no Hakuoro,PS3,2016.0,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01
9127,Project V6,PS,1998.0,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14
1226,FIFA 17,XOne,2016.0,Sports,Electronic Arts,0.17,1.26,0.0,0.1,1.53
12001,The Sims 2: Seasons,PC,2007.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07
14842,Metal Saga,PS2,2005.0,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03
529,Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
1624,Vigilante 8,PS,1998.0,Racing,Activision,0.68,0.47,0.0,0.08,1.23
6223,Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.28
10554,Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.0,0.01,0.1
4486,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44
4572,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42
5253,South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36
11504,Midway Arcade Treasures 3,XB,2005.0,Misc,Midway Games,0.06,0.02,0.0,0.0,0.08
14035,Power Play Pool,DS,2006.0,Sports,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04
15437,Horrid Henry: Missions of Mischief,Wii,2010.0,Adventure,SouthPeak Games,0.0,0.02,0.0,0.0,0.02
8733,Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15
9094,Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
848,LEGO Marvel Super Heroes,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2.0
10355,Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11
3266,SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,THQ,0.57,0.01,0.0,0.04,0.62
11601,Grease Dance,PS3,2011.0,Misc,505 Games,0.05,0.02,0.0,0.01,0.08
3165,NieR,PS3,2010.0,Role-Playing,Square Enix,0.17,0.2,0.2,0.07,0.64
4880,Just Dance 2014,PS3,2013.0,Misc,Ubisoft,0.17,0.15,0.0,0.07,0.39
11943,Damnation,X360,2009.0,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07
8777,Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
5864,Famista '91,NES,1990.0,Sports,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3
11490,Persona 4: Arena Ultimax,X360,2014.0,Fighting,Atlus,0.06,0.01,0.0,0.01,0.08
6405,NBA ShootOut 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27
15571,Micro Machines V4,PSP,2006.0,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02
1001,Call of Duty: Black Ops 3,X360,2015.0,Shooter,Activision,1.11,0.48,0.0,0.16,1.76
3448,NHL 15,PS4,2014.0,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58
7711,Power Rangers: Time Force,GBA,2001.0,Action,THQ,0.14,0.05,0.0,0.0,0.2
1120,Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64
14742,La Pucelle: Ragnarok,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
9300,Kamen Rider Battle: Ganbaride,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
15617,Koisuru Otome to Shugo no Tate Portable,PSP,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10377,Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
1354,Triple Play 2000,PS,1999.0,Sports,Electronic Arts,0.79,0.54,0.0,0.09,1.43
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007.0,Misc,Gakken,0.0,0.0,0.02,0.0,0.02
4391,WWE WrestleMania 21,XB,2005.0,Fighting,THQ,0.34,0.1,0.0,0.02,0.45
